timestamp,Ticker,Action,Confidence,AI_Prob_Outperform_%,ThesisLiteScore,RS_1w_vs_SPY_%,RS_4w_vs_SPY_%,WeeklyVol_%,AvgVol_20d,LastPrice,JanScore,LaborExposure,EarningsDate,DaysToEarnings,EarningsRisk,SplitRisk,Why
2025-12-20 19:05:23,DG,HOLD,Medium,62.9,,7.27,1.4,29.25,8.87,4709462,134.51,0,6.0,3.0,0.0,0.25,2.0,RS4w vs SPY: +29.25% | RS1w vs SPY: +1.40% | Trend: above MA20 ✅ | Weekly vol: 8.9% | Market vol4w: 2.00% | Regime: risk-on ✅ | RSI14: 82 | ATR%14: 3.87% | Vol regime (20/100): 1.40x | News7d: 3 | sent=+0.00 | int=0.25 | laborHits=2 | Labor exposure: 6.0/10 | AI: 62.9% to beat SPY next week | ThesisLiteScore: 7.27/10,62.9
2025-12-20 19:05:23,MCD,WATCH,Low,62.2,,0.0,-2.53,-14.57,8.28,746,0.83,0,5.0,16.0,1.0,1.0,0.0,RS4w vs SPY: -14.57% | RS1w vs SPY: -2.53% | Trend: below MA20 ⚠️ | Weekly vol: 8.3% | Market vol4w: 6.11% | Regime: risk-off ⚠️ | RSI14: 24 | ATR%14: 4.30% | Vol regime (20/100): 0.44x | News7d: 16 | sent=+1.00 | int=1.00 | laborHits=0 | Labor exposure: 5.0/10 | AI: 62.2% to beat SPY next week | ThesisLiteScore: 0.00/10,62.2
2025-12-20 19:05:23,PEP,WATCH,Low,59.8,,2.77,1.14,-7.74,3.27,29763,56.4,0,5.0,7.0,1.0,0.583,0.0,RS4w vs SPY: -7.74% | RS1w vs SPY: +1.14% | Trend: below MA20 ⚠️ | Weekly vol: 3.3% | Market vol4w: 2.00% | Regime: risk-on ✅ | RSI14: 39 | ATR%14: 2.86% | Vol regime (20/100): 3.39x | News7d: 7 | sent=+1.00 | int=0.58 | laborHits=0 | Labor exposure: 5.0/10 | AI: 59.8% to beat SPY next week | ThesisLiteScore: 2.77/10,59.8
2025-12-20 19:05:23,DLTR,HOLD,Low,56.2,,7.84,-0.73,23.06,5.88,3538663,128.37,0,5.0,4.0,1.0,0.333,0.0,RS4w vs SPY: +23.06% | RS1w vs SPY: -0.73% | Trend: above MA20 ✅ | Weekly vol: 5.9% | Market vol4w: 2.00% | Regime: risk-on ✅ | RSI14: 78 | ATR%14: 3.60% | Vol regime (20/100): 0.86x | News7d: 4 | sent=+1.00 | int=0.33 | laborHits=0 | Labor exposure: 5.0/10 | AI: 56.2% to beat SPY next week | ThesisLiteScore: 7.84/10,56.2
2025-12-20 19:05:23,ULTA,WATCH,Low,53.4,,6.95,-2.21,10.59,7.25,904690,585.72,0,5.0,1.0,1.0,0.083,0.0,RS4w vs SPY: +10.59% | RS1w vs SPY: -2.21% | Trend: above MA20 ✅ | Weekly vol: 7.3% | Market vol4w: 2.00% | Regime: risk-on ✅ | RSI14: 66 | ATR%14: 3.54% | Vol regime (20/100): 1.31x | News7d: 1 | sent=+1.00 | int=0.08 | laborHits=0 | Labor exposure: 5.0/10 | AI: 53.4% to beat SPY next week | ThesisLiteScore: 6.95/10,53.4
2025-12-20 19:05:23,ORCL,WATCH,Low,53.0,,0.0,-4.81,-12.44,8.58,31879003,180.02,0,5.0,6.0,1.0,0.5,0.0,RS4w vs SPY: -12.44% | RS1w vs SPY: -4.81% | Trend: below MA20 ⚠️ | Weekly vol: 8.6% | Market vol4w: 2.00% | Regime: risk-on ✅ | RSI14: 34 | ATR%14: 5.65% | Vol regime (20/100): 1.33x | News7d: 6 | sent=+1.00 | int=0.50 | laborHits=0 | Labor exposure: 5.0/10 | AI: 53.0% to beat SPY next week | ThesisLiteScore: 0.00/10,53.0
2025-12-20 19:05:23,BKNG,WATCH,Low,52.5,,6.77,1.99,9.92,4.45,294662,5384.56,0,5.0,8.0,1.0,0.667,0.0,RS4w vs SPY: +9.92% | RS1w vs SPY: +1.99% | Trend: above MA20 ✅ | Weekly vol: 4.5% | Market vol4w: 2.00% | Regime: risk-on ✅ | RSI14: 76 | ATR%14: 2.59% | Vol regime (20/100): 1.20x | News7d: 8 | sent=+1.00 | int=0.67 | laborHits=0 | Labor exposure: 5.0/10 | AI: 52.5% to beat SPY next week | ThesisLiteScore: 6.77/10,52.5
2025-12-20 19:05:23,AVGO,WATCH,Low,52.2,,0.0,-9.43,-7.63,10.12,34277831,324.48,0,5.0,1.0,0.0,0.083,0.0,RS4w vs SPY: -7.63% | RS1w vs SPY: -9.43% | Trend: below MA20 ⚠️ | Weekly vol: 10.1% | Market vol4w: 2.00% | Regime: risk-on ✅ | RSI14: 26 | ATR%14: 5.36% | Vol regime (20/100): 1.39x | News7d: 1 | sent=+0.00 | int=0.08 | laborHits=0 | Labor exposure: 5.0/10 | AI: 52.2% to beat SPY next week | ThesisLiteScore: 0.00/10,52.2
2025-12-20 19:05:23,ABNB,WATCH,Low,52.0,,9.24,5.55,15.11,3.82,4881230,134.97,0,5.0,15.0,1.0,1.0,1.0,RS4w vs SPY: +15.11% | RS1w vs SPY: +5.55% | Trend: above MA20 ✅ | Weekly vol: 3.8% | Market vol4w: 2.00% | Regime: risk-on ✅ | RSI14: 89 | ATR%14: 2.42% | Vol regime (20/100): 0.97x | News7d: 15 | sent=+1.00 | int=1.00 | laborHits=1 | Labor exposure: 5.0/10 | AI: 52.0% to beat SPY next week | ThesisLiteScore: 9.24/10,52.0
2025-12-20 19:05:23,CRM,WATCH,Low,51.9,,0.0,-1.47,-9.47,7.55,86373,0.36,0,5.0,1.0,0.0,0.083,0.0,RS4w vs SPY: -9.47% | RS1w vs SPY: -1.47% | Trend: below MA20 ⚠️ | Weekly vol: 7.6% | Market vol4w: 2.00% | Regime: risk-on ✅ | RSI14: 38 | ATR%14: 5.05% | Vol regime (20/100): 1.92x | News7d: 1 | sent=+0.00 | int=0.08 | laborHits=0 | Labor exposure: 5.0/10 | AI: 51.9% to beat SPY next week | ThesisLiteScore: 0.00/10,51.9
2025-12-20 19:05:23,ADBE,WATCH,Low,51.4,,5.06,-0.11,6.35,4.38,4509915,354.52,0,5.0,4.0,1.0,0.333,0.0,RS4w vs SPY: +6.35% | RS1w vs SPY: -0.11% | Trend: above MA20 ✅ | Weekly vol: 4.4% | Market vol4w: 2.00% | Regime: risk-on ✅ | RSI14: 76 | ATR%14: 3.07% | Vol regime (20/100): 1.06x | News7d: 4 | sent=+1.00 | int=0.33 | laborHits=0 | Labor exposure: 5.0/10 | AI: 51.4% to beat SPY next week | ThesisLiteScore: 5.06/10,51.4
2025-12-20 19:05:23,FCX,WATCH,Low,51.0,,9.66,1.61,17.23,4.29,15063001,47.94,0,7.0,10.0,1.0,0.833,0.0,RS4w vs SPY: +17.23% | RS1w vs SPY: +1.61% | Trend: above MA20 ✅ | Weekly vol: 4.3% | Market vol4w: 2.00% | Regime: risk-on ✅ | RSI14: 85 | ATR%14: 2.89% | Vol regime (20/100): 0.87x | News7d: 10 | sent=+1.00 | int=0.83 | laborHits=0 | Labor exposure: 7.0/10 | AI: 51.0% to beat SPY next week | ThesisLiteScore: 9.66/10,51.0
2025-12-20 19:05:23,DIS,WATCH,Low,50.5,,5.78,-0.16,3.39,3.26,11235792,110.95,0,5.0,8.0,1.0,0.667,1.0,RS4w vs SPY: +3.39% | RS1w vs SPY: -0.16% | Trend: above MA20 ✅ | Weekly vol: 3.3% | Market vol4w: 2.00% | Regime: risk-on ✅ | RSI14: 72 | ATR%14: 1.92% | Vol regime (20/100): 1.20x | News7d: 8 | sent=+1.00 | int=0.67 | laborHits=1 | Labor exposure: 5.0/10 | AI: 50.5% to beat SPY next week | ThesisLiteScore: 5.78/10,50.5
2025-12-20 19:05:23,WMT,WATCH,Low,50.2,,7.98,-0.67,6.58,4.26,23975231,115.42,0,5.0,5.0,1.0,0.417,0.0,RS4w vs SPY: +6.58% | RS1w vs SPY: -0.67% | Trend: above MA20 ✅ | Weekly vol: 4.3% | Market vol4w: 2.00% | Regime: risk-on ✅ | RSI14: 78 | ATR%14: 1.92% | Vol regime (20/100): 1.35x | News7d: 5 | sent=+1.00 | int=0.42 | laborHits=0 | Labor exposure: 5.0/10 | AI: 50.2% to beat SPY next week | ThesisLiteScore: 7.98/10,50.2
2025-12-20 19:05:23,V,WATCH,Low,49.0,,6.6,-0.56,2.0,3.49,6840352,344.41,0,5.0,3.0,1.0,0.25,3.0,RS4w vs SPY: +2.00% | RS1w vs SPY: -0.56% | Trend: above MA20 ✅ | Weekly vol: 3.5% | Market vol4w: 2.00% | Regime: risk-on ✅ | RSI14: 62 | ATR%14: 1.73% | Vol regime (20/100): 1.09x | News7d: 3 | sent=+1.00 | int=0.25 | laborHits=3 | Labor exposure: 5.0/10 | AI: 49.0% to beat SPY next week | ThesisLiteScore: 6.60/10,49.0
2025-12-20 19:05:23,NFLX,WATCH,Low,48.9,,0.0,0.0,-12.14,5.17,49250557,94.79,0,5.0,2.0,1.0,0.167,0.0,RS4w vs SPY: -12.14% | RS1w vs SPY: +0.00% | Trend: below MA20 ⚠️ | Weekly vol: 5.2% | Market vol4w: 2.00% | Regime: risk-on ✅ | RSI14: 27 | ATR%14: 3.56% | Vol regime (20/100): 1.31x | News7d: 2 | sent=+1.00 | int=0.17 | laborHits=0 | Labor exposure: 5.0/10 | AI: 48.9% to beat SPY next week | ThesisLiteScore: 0.00/10,48.9
2025-12-20 19:05:23,HD,WATCH,Low,48.6,,3.65,-1.51,-0.28,4.88,5427307,352.68,0,5.0,12.0,1.0,1.0,3.0,RS4w vs SPY: -0.28% | RS1w vs SPY: -1.51% | Trend: above MA20 ✅ | Weekly vol: 4.9% | Market vol4w: 2.00% | Regime: risk-on ✅ | RSI14: 51 | ATR%14: 2.19% | Vol regime (20/100): 1.42x | News7d: 12 | sent=+1.00 | int=1.00 | laborHits=3 | Labor exposure: 5.0/10 | AI: 48.6% to beat SPY next week | ThesisLiteScore: 3.65/10,48.6
2025-12-20 19:05:23,MA,WATCH,Low,48.4,,6.0,-0.71,1.63,3.26,2926855,565.47,0,5.0,3.0,0.0,0.25,0.0,RS4w vs SPY: +1.63% | RS1w vs SPY: -0.71% | Trend: above MA20 ✅ | Weekly vol: 3.3% | Market vol4w: 2.00% | Regime: risk-on ✅ | RSI14: 62 | ATR%14: 1.87% | Vol regime (20/100): 1.08x | News7d: 3 | sent=+0.00 | int=0.25 | laborHits=0 | Labor exposure: 5.0/10 | AI: 48.4% to beat SPY next week | ThesisLiteScore: 6.00/10,48.4
2025-12-20 19:05:23,LULU,WATCH,Low,47.9,,6.5,1.84,20.59,5.97,5032848,207.87,0,5.0,3.0,1.0,0.25,0.0,RS4w vs SPY: +20.59% | RS1w vs SPY: +1.84% | Trend: above MA20 ✅ | Weekly vol: 6.0% | Market vol4w: 2.00% | Regime: risk-on ✅ | RSI14: 78 | ATR%14: 3.78% | Vol regime (20/100): 1.05x | News7d: 3 | sent=+1.00 | int=0.25 | laborHits=0 | Labor exposure: 5.0/10 | AI: 47.9% to beat SPY next week | ThesisLiteScore: 6.50/10,47.9
2025-12-20 19:05:23,TGT,WATCH,Low,47.6,,8.43,1.98,9.52,4.49,7714503,98.6,0,5.0,3.0,1.0,0.25,0.0,RS4w vs SPY: +9.52% | RS1w vs SPY: +1.98% | Trend: above MA20 ✅ | Weekly vol: 4.5% | Market vol4w: 2.00% | Regime: risk-on ✅ | RSI14: 92 | ATR%14: 2.29% | Vol regime (20/100): 1.00x | News7d: 3 | sent=+1.00 | int=0.25 | laborHits=0 | Labor exposure: 5.0/10 | AI: 47.6% to beat SPY next week | ThesisLiteScore: 8.43/10,47.6
2025-12-20 19:05:23,ROST,WATCH,Low,47.1,,10.0,0.78,2.01,4.48,3335198,182.74,0,5.0,3.0,1.0,0.25,0.0,RS4w vs SPY: +2.01% | RS1w vs SPY: +0.78% | Trend: above MA20 ✅ | Weekly vol: 4.5% | Market vol4w: 2.00% | Regime: risk-on ✅ | RSI14: 64 | ATR%14: 1.54% | Vol regime (20/100): 1.23x | News7d: 3 | sent=+1.00 | int=0.25 | laborHits=0 | Labor exposure: 5.0/10 | AI: 47.1% to beat SPY next week | ThesisLiteScore: 10.00/10,47.1
2025-12-20 19:05:23,PG,WATCH,Low,46.5,,5.49,3.9,-5.07,3.17,11000145,147.81,0,5.0,3.0,1.0,0.25,0.0,RS4w vs SPY: -5.07% | RS1w vs SPY: +3.90% | Trend: above MA20 ✅ | Weekly vol: 3.2% | Market vol4w: 2.00% | Regime: risk-on ✅ | RSI14: 49 | ATR%14: 1.80% | Vol regime (20/100): 1.33x | News7d: 3 | sent=+1.00 | int=0.25 | laborHits=0 | Labor exposure: 5.0/10 | AI: 46.5% to beat SPY next week | ThesisLiteScore: 5.49/10,46.5
2025-12-20 19:05:23,NKE,WATCH,Low,46.2,,4.48,-2.21,1.59,4.1,12881332,65.69,0,5.0,4.0,1.0,0.333,0.0,RS4w vs SPY: +1.59% | RS1w vs SPY: -2.21% | Trend: above MA20 ✅ | Weekly vol: 4.1% | Market vol4w: 2.00% | Regime: risk-on ✅ | RSI14: 56 | ATR%14: 2.55% | Vol regime (20/100): 0.95x | News7d: 4 | sent=+1.00 | int=0.33 | laborHits=0 | Labor exposure: 5.0/10 | AI: 46.2% to beat SPY next week | ThesisLiteScore: 4.48/10,46.2
2025-12-20 19:05:23,META,WATCH,Low,45.6,,5.03,1.2,6.24,3.86,17149005,649.21,0,5.0,3.0,1.0,0.25,0.0,RS4w vs SPY: +6.24% | RS1w vs SPY: +1.20% | Trend: above MA20 ✅ | Weekly vol: 3.9% | Market vol4w: 2.00% | Regime: risk-on ✅ | RSI14: 56 | ATR%14: 2.93% | Vol regime (20/100): 1.09x | News7d: 3 | sent=+1.00 | int=0.25 | laborHits=0 | Labor exposure: 5.0/10 | AI: 45.6% to beat SPY next week | ThesisLiteScore: 5.03/10,45.6
2025-12-20 19:05:23,BBY,WATCH,Low,45.5,,1.37,-0.9,-8.19,4.59,4763064,72.49,0,5.0,4.0,0.0,0.333,0.0,RS4w vs SPY: -8.19% | RS1w vs SPY: -0.90% | Trend: below MA20 ⚠️ | Weekly vol: 4.6% | Market vol4w: 2.00% | Regime: risk-on ✅ | RSI14: 19 | ATR%14: 2.86% | Vol regime (20/100): 1.30x | News7d: 4 | sent=+0.00 | int=0.33 | laborHits=0 | Labor exposure: 5.0/10 | AI: 45.5% to beat SPY next week | ThesisLiteScore: 1.37/10,45.5
2025-12-20 19:05:23,NVDA,WATCH,Low,44.1,,2.39,-1.91,-7.45,4.44,205009785,170.94,0,5.0,6.0,1.0,0.5,1.0,RS4w vs SPY: -7.45% | RS1w vs SPY: -1.91% | Trend: below MA20 ⚠️ | Weekly vol: 4.4% | Market vol4w: 2.00% | Regime: risk-on ✅ | RSI14: 38 | ATR%14: 2.90% | Vol regime (20/100): 1.11x | News7d: 6 | sent=+1.00 | int=0.50 | laborHits=1 | Labor exposure: 5.0/10 | AI: 44.1% to beat SPY next week | ThesisLiteScore: 2.39/10,44.1
2025-12-20 19:05:23,TSLA,WATCH,Low,43.8,,9.24,7.75,22.94,5.13,73383178,492.56,0,5.0,11.0,1.0,0.917,0.0,RS4w vs SPY: +22.94% | RS1w vs SPY: +7.75% | Trend: above MA20 ✅ | Weekly vol: 5.1% | Market vol4w: 2.00% | Regime: risk-on ✅ | RSI14: 81 | ATR%14: 2.92% | Vol regime (20/100): 0.87x | News7d: 11 | sent=+1.00 | int=0.92 | laborHits=0 | Labor exposure: 5.0/10 | AI: 43.8% to beat SPY next week | ThesisLiteScore: 9.24/10,43.8
